"Pending Third Party Payment","В ожидании оплаты третьим лицом"
"Payment Captured","Приостановка платежа"
"Payment Reserved","Платеж зарезервирован"
"Payment Failed","Платеж не удался"
"Payment Aborted","Оплата прервана"
"On Hold - Prepayment","В ожидании - Предоплаты"
"On Hold - Await Delivery","В ожидании - доставки"

